EVENT_ID,CZ_NAME_STR,BEGIN_LOCATION,BEGIN_DATE,BEGIN_TIME,EVENT_TYPE,MAGNITUDE,TOR_F_SCALE,DEATHS_DIRECT,INJURIES_DIRECT,DAMAGE_PROPERTY_NUM,DAMAGE_CROPS_NUM,STATE_ABBR,CZ_TIMEZONE,MAGNITUDE_TYPE,EPISODE_ID,CZ_TYPE,CZ_FIPS,WFO,INJURIES_INDIRECT,DEATHS_INDIRECT,SOURCE,FLOOD_CAUSE,TOR_LENGTH,TOR_WIDTH,BEGIN_RANGE,BEGIN_AZIMUTH,END_RANGE,END_AZIMUTH,END_LOCATION,END_DATE,END_TIME,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EVENT_NARRATIVE,EPISODE_NARRATIVE,ABSOLUTE_ROWNUMBER
692375,SAN FRANCISCO BAY SHORELINE (ZONE), ,04/07/2017,548,Strong Wind,35.00, ,0,0,0,0,CA,PST-8,EG,115314,Z,508,MTR,0,0,Public, , , , , , , , ,04/07/2017,553, , , , ,"Major wind damage to roof reported at 2054 Burroughs Ave in San Leandro. Winds likely occurred sometime overnight. Estimated gust from Hayward Airport RAWS.","A potent upper level trough with associated cold front moved through on April 6th causing roadway flooding, gusty winds over both land and sea, as well as strong swells which sunk a Bart Barge over the SF Bay. Post frontal conditions on the 8th brought scattered showers, frigid temperatures, and isolated thunderstorms with small hail.",56
692376,SAN FRANCISCO BAY SHORELINE (ZONE), ,04/07/2017,857,High Surf, , ,0,0,0,0,CA,PST-8, ,115314,Z,508,MTR,0,0,Broadcast Media, , , , , , , , ,04/07/2017,957, , , , ,"A BART barge sunk early this morning in the San Francisco Bay due to large surf, strong winds, and heavy rains. Wave heights overnight reached 11 ft and winds gusted to 45 kt off the San Francisco coast.","A potent upper level trough with associated cold front moved through on April 6th causing roadway flooding, gusty winds over both land and sea, as well as strong swells which sunk a Bart Barge over the SF Bay. Post frontal conditions on the 8th brought scattered showers, frigid temperatures, and isolated thunderstorms with small hail.",57
692377,SAN FRANCISCO BAY SHORELINE (ZONE), ,04/07/2017,923,Strong Wind,35.00, ,0,0,0,0,CA,PST-8,EG,115314,Z,508,MTR,0,0,Broadcast Media, , , , , , , , ,04/07/2017,928, , , , ,"Downed tree and power lines reported in front of house in San Lorenzo. Damage likely from previous night.","A potent upper level trough with associated cold front moved through on April 6th causing roadway flooding, gusty winds over both land and sea, as well as strong swells which sunk a Bart Barge over the SF Bay. Post frontal conditions on the 8th brought scattered showers, frigid temperatures, and isolated thunderstorms with small hail.",58
692378,SAN FRANCISCO BAY SHORELINE (ZONE), ,04/07/2017,934,Strong Wind,35.00, ,0,0,5000,0,CA,PST-8,EG,115314,Z,508,MTR,0,0,Broadcast Media, , , , , , , , ,04/07/2017,939, , , , ,"Downed tree crushes a car in San Leandro. Damage likely from winds previous night. No injuries reported. Estimated gust from Hayward Airport.","A potent upper level trough with associated cold front moved through on April 6th causing roadway flooding, gusty winds over both land and sea, as well as strong swells which sunk a Bart Barge over the SF Bay. Post frontal conditions on the 8th brought scattered showers, frigid temperatures, and isolated thunderstorms with small hail.",59
692379,EAST BAY INTERIOR VALLEYS (ZONE), ,04/07/2017,949,Strong Wind,25.00, ,0,0,0,0,CA,PST-8,EG,115314,Z,510,MTR,0,0,Broadcast Media, , , , , , , , ,04/07/2017,954, , , , ,"Downed power lines in Walnut Creek. 500 plus homes without power. Wind damage likely from previous night. Estimated gust from Walnut Creek COOP.","A potent upper level trough with associated cold front moved through on April 6th causing roadway flooding, gusty winds over both land and sea, as well as strong swells which sunk a Bart Barge over the SF Bay. Post frontal conditions on the 8th brought scattered showers, frigid temperatures, and isolated thunderstorms with small hail.",60
692370,ALAMEDA CO.,FREMONT,04/07/2017,1034,Thunderstorm Wind,38.00, ,0,0,10000,0,CA,PST-8,EG,115314,C,1,MTR,0,0,Broadcast Media, , , ,1,SW,1,SW,FREMONT,04/07/2017,1040,37.52,-122.03,37.52,-122.03,"Large tree crashed into a KFC in Newark causing damage to the property. Wind damage likely from previous night. Fremont RAWS reported gust of 44 mph previous night.","A potent upper level trough with associated cold front moved through on April 6th causing roadway flooding, gusty winds over both land and sea, as well as strong swells which sunk a Bart Barge over the SF Bay. Post frontal conditions on the 8th brought scattered showers, frigid temperatures, and isolated thunderstorms with small hail.",61
692380,SAN FRANCISCO BAY SHORELINE (ZONE), ,04/07/2017,1113,Strong Wind,34.00, ,0,0,0,0,CA,PST-8,EG,115314,Z,508,MTR,0,0,Broadcast Media, , , , , , , , ,04/07/2017,1118, , , , ,"Tree limb down in Del Ray Park. Likely from overnight winds. Estimated gust from Hayward Airport.","A potent upper level trough with associated cold front moved through on April 6th causing roadway flooding, gusty winds over both land and sea, as well as strong swells which sunk a Bart Barge over the SF Bay. Post frontal conditions on the 8th brought scattered showers, frigid temperatures, and isolated thunderstorms with small hail.",62
692364,ALAMEDA CO.,ESTUDILLO,04/07/2017,2225,Flood, , ,0,0,0,0,CA,PST-8, ,115314,C,1,MTR,0,0,Law Enforcement,Heavy Rain, , ,1,SSW,1,SSW,ESTUDILLO,04/07/2017,2325,37.6894,-122.1346,37.6889,-122.1357,"Slow lane of I880 and I280 connection 6 inches or more of water.","A potent upper level trough with associated cold front moved through on April 6th causing roadway flooding, gusty winds over both land and sea, as well as strong swells which sunk a Bart Barge over the SF Bay. Post frontal conditions on the 8th brought scattered showers, frigid temperatures, and isolated thunderstorms with small hail.",63
692381,ALAMEDA CO.,CASTRO VLY,04/07/2017,2245,Debris Flow, , ,0,0,0,0,CA,PST-8, ,115314,C,1,MTR,0,0,Law Enforcement,Heavy Rain, , ,3,NE,3,NE,CASTRO VLY,04/07/2017,2345,37.7335,-122.0336,37.7326,-122.0333,"Half an inch of mud reported at Crow Canyon and Norris Canyon Road near Castro Valley causing cars to slide.","A potent upper level trough with associated cold front moved through on April 6th causing roadway flooding, gusty winds over both land and sea, as well as strong swells which sunk a Bart Barge over the SF Bay. Post frontal conditions on the 8th brought scattered showers, frigid temperatures, and isolated thunderstorms with small hail.",64
700788,EAST BAY INTERIOR VALLEYS (ZONE), ,05/09/2017,144,Strong Wind,26.00, ,0,0,1000,0,CA,PST-8,EG,116508,Z,510,MTR,0,0,Newspaper, , , , , , , , ,05/09/2017,146, , , , ,"Storm weary tree falls well after winter storms, knocking power out to 3000 residents.||http://www.eastbaytimes.com/2017/05/09/power-outage-in-danville-after-tree-power-pole-fall/.","Winter storms continue to have impacts around the area, despite rain and wind not being present in significant forms for months.",65
701206,EAST BAY INTERIOR VALLEYS (ZONE), ,06/18/2017,1400,Heat, , ,0,0,0,0,CA,PST-8, ,116599,Z,510,MTR,0,0,Broadcast Media, , , , , , , , ,06/18/2017,1620, , , , ,"Over 5,000 residents in Livermore and over 2,000 in Concord lost power due to the heat|http://abc7news.com/weather/thousands-left-without-power-on-scorching-hot-day/2116951/ http://sanfrancisco.cbslocal.com/2017/06/20/bay-area-heat-wave-flex-alert-conserve-electricity/.","The Bay Area had its first summer heat wave starting June 17th and lasting until the 23rd. Strong high pressure and offshore flow brought record breaking heat to the area not seen since 2008 and 2006. The heat wave stretched across much of the rest of the state as well as the Desert Southwest. Heat Advisories and Excessive Heat Warnings were issued across the Central Coast. There were at least two confirmed human fatalities in Santa Clara county from the heat as well as widespread power outages.",66
701211,EAST BAY INTERIOR VALLEYS (ZONE), ,06/20/2017,2030,Heat, , ,0,0,0,0,CA,PST-8, ,116599,Z,510,MTR,0,0,Broadcast Media, , , , , , , , ,06/21/2017,0, , , , ,"Several hundred residents were without power across the San Francisco Bay Area on Tuesday night due to the heat http://www.ktvu.com/weather/weather-news-headlines/262766743-story.","The Bay Area had its first summer heat wave starting June 17th and lasting until the 23rd. Strong high pressure and offshore flow brought record breaking heat to the area not seen since 2008 and 2006. The heat wave stretched across much of the rest of the state as well as the Desert Southwest. Heat Advisories and Excessive Heat Warnings were issued across the Central Coast. There were at least two confirmed human fatalities in Santa Clara county from the heat as well as widespread power outages.",67
722102,EAST BAY HILLS AND THE DIABLO RANGE (ZONE), ,10/08/2017,2115,High Wind,65.00, ,0,0,0,0,CA,PST-8,MG,120449,Z,511,MTR,0,0,ASOS, , , , , , , , ,10/08/2017,2120, , , , ,"Wind gust of 75 mph measured on Mt. Diablo.","A strong ridge of high pressure building into the Great Basin lead to gusty northerly to northeasterly winds across a portion of our CWA. Existing low relative humidity values  and dry fuels were also observed. As a result, the several fires that developed grew and spread rapidly to become one of the deadliest wildfire outbreaks in state history. Many of the individual fires merged into what became known as the Central LNU Complex and Southern LNU Complex Fires. When all was done over 100,000 acres of land was destroyed, thousands of structures and homes were lost, and 44 people died across Northern California. In addition to the loss of human life, countless pets and livestock were lost in the fires.",68
724193,SAN FRANCISCO BAY SHORELINE (ZONE), ,11/27/2017,0,Strong Wind,41.00, ,0,0,0,0,CA,PST-8,MG,120986,Z,508,MTR,0,0,ASOS, , , , , , , , ,11/27/2017,2, , , , ,"Measured wind gust of 47 mph at Oakland Airport.","On the night of November 26th an upper level low along with a cold front just out ahead dumped widespread rainfall across the region along with gusty winds up to 50 mph. This system caused minor roadway flooding along with downed trees and power lines.",69
724189,EAST BAY HILLS AND THE DIABLO RANGE (ZONE), ,11/27/2017,131,Strong Wind,42.00, ,0,0,0,0,CA,PST-8,EG,120986,Z,511,MTR,0,0,Newspaper, , , , , , , , ,11/27/2017,135, , , , ,"More than 2000 electric customers without power in blackhawk|http://www.sfgate.com/news/bayarea/article/Update-237-Electric-Customers-Without-Power-In-12385557.php. Wind gust of 48 mph was reported at 1:15 am at Mt. Diablo.","On the night of November 26th an upper level low along with a cold front just out ahead dumped widespread rainfall across the region along with gusty winds up to 50 mph. This system caused minor roadway flooding along with downed trees and power lines.",70
724179,ALAMEDA CO.,RADUM,11/27/2017,206,Flood, , ,0,0,0,0,CA,PST-8, ,120986,C,1,MTR,0,0,Department of Highways,Heavy Rain, , ,1,N,1,N,RADUM,11/27/2017,236,37.699,-121.9212,37.6988,-121.9214,"Roadway flooding on SB680 connector to EB580.","On the night of November 26th an upper level low along with a cold front just out ahead dumped widespread rainfall across the region along with gusty winds up to 50 mph. This system caused minor roadway flooding along with downed trees and power lines.",71
726946,SAN FRANCISCO BAY SHORELINE (ZONE), ,12/16/2017,1100,Strong Wind,35.00, ,0,0,0,0,CA,PST-8,MG,121432,Z,508,MTR,0,0,Broadcast Media, , , , , , , , ,12/16/2017,1200, , , , ,"Two stranded boaters were rescued by the Coast Guard after wind pushed their boat against a pier piling. Nearby buoy recorded wind gusts peaking at 40 mph. Time of event estimated based on period of strongest winds. Article http://abc7news.com/weather/powerful-wind-topples-trees-boats-in-the-bay-area/2790235/.","A dry cold front moved over the area late on the 15th into early in the morning on the 16th. Strong N/NE winds were observed in the wake of the front over both land and sea. Downed trees and power lines were observed along with multiple water rescues due to high winds.",72
726949,EAST BAY HILLS AND THE DIABLO RANGE (ZONE), ,12/16/2017,1233,Strong Wind,41.00, ,0,0,0,0,CA,PST-8,MG,121432,Z,511,MTR,0,0,RAWS, , , , , , , , ,12/16/2017,1235, , , , ,"Measured wind gust of 47 mph recorded at Oakland North Raws.","A dry cold front moved over the area late on the 15th into early in the morning on the 16th. Strong N/NE winds were observed in the wake of the front over both land and sea. Downed trees and power lines were observed along with multiple water rescues due to high winds.",73
729845,ALAMEDA CO.,EMERYVILLE,01/08/2018,455,Flood, , ,0,0,0,0,CA,PST-8, ,121919,C,1,MTR,0,0,Law Enforcement,Heavy Rain, , ,2,SSE,2,SSE,EMERYVILLE,01/08/2018,525,37.8253,-122.2656,37.8251,-122.2656,"Roadway flooding reported at 3601 Telegraph Ave. Eight inches of standing water blocking the off ramp.","The combination of two storm systems, one off the northern California coast and one southwest of Los Angeles, produced heavy rainfall across the central coast over January 8th to the 9th. Rain caused minor roadway flooding and a few small debris flows.",74
731031,ALAMEDA CO.,DUBLIN,01/25/2018,1310,Hail,0.25, ,0,0,0,0,CA,PST-8, ,122052,C,1,MTR,0,0,Trained Spotter, , , ,5,SE,5,SE,DUBLIN,01/25/2018,1315,37.6688,-121.8553,37.6688,-121.8553,"","Isolated thunderstorms developed behind a cold front that passed through the area on the 25th. These thunderstorms caused minor roadway flooding and small hail.",75
733091,EAST BAY HILLS AND THE DIABLO RANGE (ZONE), ,02/22/2018,1026,Strong Wind,35.00, ,0,0,2000,0,CA,PST-8,EG,122442,Z,511,MTR,0,0,Law Enforcement, , , , , , , , ,02/22/2018,1030, , , , ,"CHP reported a tree had fallen on a vehicle. Wind speed unknown.","A weak short wave trough brought scattered thunderstorms to the region towards the end of February. This system brought gusty winds and small hail to the area.",76
733179,ALAMEDA CO.,PIEDMONT,02/28/2018,2351,Flood, , ,0,0,0,0,CA,PST-8, ,122449,C,1,MTR,0,0,Law Enforcement,Heavy Rain, , ,2,W,2,W,PIEDMONT,02/28/2018,2359,37.8211,-122.2668,37.821,-122.2667,"Roadway flooding reported at 3601 Telegraph Ave.","An upper level system with a strong cold front moved through the Bay Area at the turn of the month with precipitation beginning late the evening of the 28th. This system brought widespread rainfall causing localized roadway flooding, strong winds, lightning, and small hail. Gusts in the mountains reached 60 mph and hail was seen up to 1/2 an inch. The bulk of the precipitation and subsequent impacts were seen in early March.",77
738586,EAST BAY HILLS AND THE DIABLO RANGE (ZONE), ,03/01/2018,728,Strong Wind,46.00, ,0,0,0,0,CA,PST-8,MG,122999,Z,511,MTR,0,0,RAWS, , , , , , , , ,03/01/2018,1028, , , , ,"Measured wind gusts between 45 and 53 mph observed during this time frame at Las Trampas RAWS.","An upper level system with a strong cold front moved through the Bay Area at the turn of the month with precipitation beginning late the evening of the 28th. This system brought widespread rainfall causing localized roadway flooding, strong winds, lightning, and small hail. Gusts in the mountains reached 60 mph and hail was seen up to 1/2 an inch. The bulk of the precipitation and subsequent impacts were seen in early March.",78
738584,EAST BAY HILLS AND THE DIABLO RANGE (ZONE), ,03/01/2018,918,Strong Wind,39.00, ,0,0,0,0,CA,PST-8,MG,122999,Z,511,MTR,0,0,RAWS, , , , , , , , ,03/01/2018,1018, , , , ,"Measured wind gust of 45 mph at the Calavares Road RAWS.","An upper level system with a strong cold front moved through the Bay Area at the turn of the month with precipitation beginning late the evening of the 28th. This system brought widespread rainfall causing localized roadway flooding, strong winds, lightning, and small hail. Gusts in the mountains reached 60 mph and hail was seen up to 1/2 an inch. The bulk of the precipitation and subsequent impacts were seen in early March.",79
738614,EAST BAY HILLS AND THE DIABLO RANGE (ZONE), ,03/01/2018,1045,Strong Wind,43.00, ,0,0,0,0,CA,PST-8,MG,122999,Z,511,MTR,0,0,RAWS, , , , , , , , ,03/01/2018,1145, , , , ,"Sustained southerly winds of 35 mph gusting to 50 mph was observed at the Los Vaqueros RAWS.","An upper level system with a strong cold front moved through the Bay Area at the turn of the month with precipitation beginning late the evening of the 28th. This system brought widespread rainfall causing localized roadway flooding, strong winds, lightning, and small hail. Gusts in the mountains reached 60 mph and hail was seen up to 1/2 an inch. The bulk of the precipitation and subsequent impacts were seen in early March.",80
738496,EAST BAY INTERIOR VALLEYS (ZONE), ,03/01/2018,2025,Strong Wind,40.00, ,0,0,0,0,CA,PST-8,EG,122999,Z,510,MTR,0,0,Newspaper, , , , , , , , ,03/01/2018,2040, , , , ,"Tree down on Crest Ave.","An upper level system with a strong cold front moved through the Bay Area at the turn of the month with precipitation beginning late the evening of the 28th. This system brought widespread rainfall causing localized roadway flooding, strong winds, lightning, and small hail. Gusts in the mountains reached 60 mph and hail was seen up to 1/2 an inch. The bulk of the precipitation and subsequent impacts were seen in early March.",81
738498,ALAMEDA CO.,OAKLAND,03/02/2018,725,Hail,0.25, ,0,0,0,0,CA,PST-8, ,122999,C,1,MTR,0,0,Public, , , ,1,ESE,1,ESE,OAKLAND,03/02/2018,730,37.7745,-122.2031,37.7745,-122.2031,"Several reports of pea-sized hail in Oakland via social media.","An upper level system with a strong cold front moved through the Bay Area at the turn of the month with precipitation beginning late the evening of the 28th. This system brought widespread rainfall causing localized roadway flooding, strong winds, lightning, and small hail. Gusts in the mountains reached 60 mph and hail was seen up to 1/2 an inch. The bulk of the precipitation and subsequent impacts were seen in early March.",82
738501,ALAMEDA CO.,BERKELEY,03/02/2018,840,Hail,0.25, ,0,0,0,0,CA,PST-8, ,122999,C,1,MTR,0,0,Public, , , ,2,ENE,2,ENE,BERKELEY,03/02/2018,845,37.8811,-122.2361,37.8811,-122.2361,"Pea-sized hail reported in north Berkeley via social media.","An upper level system with a strong cold front moved through the Bay Area at the turn of the month with precipitation beginning late the evening of the 28th. This system brought widespread rainfall causing localized roadway flooding, strong winds, lightning, and small hail. Gusts in the mountains reached 60 mph and hail was seen up to 1/2 an inch. The bulk of the precipitation and subsequent impacts were seen in early March.",83
738507,ALAMEDA CO.,BERKELEY,03/02/2018,1010,Hail,0.25, ,0,0,0,0,CA,PST-8, ,122999,C,1,MTR,0,0,Public, , , ,0,N,0,N,BERKELEY,03/02/2018,1015,37.87,-122.27,37.87,-122.27,"Social media reports of another round of hail this morning in Berkeley.","An upper level system with a strong cold front moved through the Bay Area at the turn of the month with precipitation beginning late the evening of the 28th. This system brought widespread rainfall causing localized roadway flooding, strong winds, lightning, and small hail. Gusts in the mountains reached 60 mph and hail was seen up to 1/2 an inch. The bulk of the precipitation and subsequent impacts were seen in early March.",84
